"","exp","wks","occ","ind","south","smsa","ms","fem","union","ed","blk","lwage","id","t","tdum1","tdum2","tdum3","tdum4","tdum5","tdum6","tdum7","exp2"
"261",11,49,1,1,0,0,1,0,1,12,0,6.05209016799927,38,2,0,1,0,0,0,0,0,121
"262",12,48,1,1,0,0,1,0,1,12,0,6.05209016799927,38,3,0,0,1,0,0,0,0,144
"263",13,48,1,1,0,0,1,0,1,12,0,6.36818981170654,38,4,0,0,0,1,0,0,0,169
"264",14,49,1,1,0,0,1,0,1,12,0,6.43615007400513,38,5,0,0,0,0,1,0,0,196
"265",15,48,0,1,0,0,1,0,1,12,0,6.54965019226074,38,6,0,0,0,0,0,1,0,225
"266",16,49,1,1,0,0,1,0,1,12,0,6.52208995819092,38,7,0,0,0,0,0,0,1,256
"267",6,47,0,0,0,1,1,0,0,13,0,6.47697019577026,39,1,1,0,0,0,0,0,0,36
"268",7,51,0,0,0,1,0,0,0,13,0,6.5861701965332,39,2,0,1,0,0,0,0,0,49
"269",8,48,0,0,0,1,0,0,0,13,0,6.47697019577026,39,3,0,0,1,0,0,0,0,64
"270",9,50,0,0,0,1,0,0,0,13,0,6.52941989898682,39,4,0,0,0,1,0,0,0,81
"271",10,50,0,0,0,1,0,0,0,13,0,6.80239009857178,39,5,0,0,0,0,1,0,0,100
"272",11,52,0,0,0,1,0,0,0,13,0,6.77992010116577,39,6,0,0,0,0,0,1,0,121
"273",12,51,0,0,0,1,1,0,0,13,0,6.80792999267578,39,7,0,0,0,0,0,0,1,144
"274",30,47,0,0,1,0,1,0,1,8,0,6.35784006118774,40,1,1,0,0,0,0,0,0,900
"275",31,39,0,0,1,0,1,0,1,8,0,6.49979019165039,40,2,0,1,0,0,0,0,0,961
"276",32,32,0,0,1,0,1,0,1,8,0,6.58202981948853,40,3,0,0,1,0,0,0,0,1024
"277",33,35,0,0,1,0,1,0,1,8,0,6.69456005096436,40,4,0,0,0,1,0,0,0,1089
"278",34,47,0,0,1,0,1,0,1,8,0,6.78783988952637,40,5,0,0,0,0,1,0,0,1156
"279",35,45,0,0,1,0,1,0,1,8,0,6.90776014328003,40,6,0,0,0,0,0,1,0,1225
"280",36,47,0,0,1,0,1,0,1,8,0,7.35819005966187,40,7,0,0,0,0,0,0,1,1296
"281",20,50,0,0,1,1,1,0,0,16,0,6.90574979782104,41,1,1,0,0,0,0,0,0,400
"282",21,50,0,0,1,1,1,0,0,16,0,6.90574979782104,41,2,0,1,0,0,0,0,0,441
"283",22,50,0,0,1,1,1,0,0,16,0,7.37775993347168,41,3,0,0,1,0,0,0,0,484
"284",23,50,0,0,1,1,1,0,0,16,0,7.49108982086182,41,4,0,0,0,1,0,0,0,529
"285",24,50,0,0,1,1,1,0,0,16,0,7.57558012008667,41,5,0,0,0,0,1,0,0,576
"286",25,48,0,0,1,1,1,0,0,16,0,7.52832984924316,41,6,0,0,0,0,0,1,0,625
"287",26,47,0,0,1,1,1,0,0,16,0,7.74499988555908,41,7,0,0,0,0,0,0,1,676
"288",30,38,1,1,0,1,0,1,1,12,1,6.21859979629517,42,1,1,0,0,0,0,0,0,900
"289",31,41,1,0,0,1,0,1,1,12,1,6.49375009536743,42,2,0,1,0,0,0,0,0,961
"290",32,51,1,0,0,1,0,1,1,12,1,6.58063983917236,42,3,0,0,1,0,0,0,0,1024
"291",33,50,1,1,0,1,0,1,1,12,1,6.68959999084473,42,4,0,0,0,1,0,0,0,1089
"292",34,42,1,1,0,1,0,1,1,12,1,6.79346990585327,42,5,0,0,0,0,1,0,0,1156
"293",35,50,1,1,0,1,0,1,1,12,1,6.92461013793945,42,6,0,0,0,0,0,1,0,1225
"294",36,49,1,1,0,1,0,1,1,12,1,7.02553987503052,42,7,0,0,0,0,0,0,1,1296
"295",5,49,0,0,0,1,1,0,0,16,0,6.68460988998413,43,1,1,0,0,0,0,0,0,25
"296",6,47,0,0,0,1,1,0,0,16,0,6.84375,43,2,0,1,0,0,0,0,0,36
"297",7,48,0,0,0,1,1,0,0,16,0,6.90776014328003,43,3,0,0,1,0,0,0,0,49
"298",8,49,0,0,0,1,1,0,0,16,0,7.00306987762451,43,4,0,0,0,1,0,0,0,64
"299",9,46,0,0,0,1,1,0,0,16,0,7.13089990615845,43,5,0,0,0,0,1,0,0,81
"300",10,45,0,0,0,1,1,0,0,16,0,7.40853023529053,43,6,0,0,0,0,0,1,0,100
"301",11,49,0,0,0,1,1,0,0,16,0,7.43837976455688,43,7,0,0,0,0,0,0,1,121
"302",7,48,0,1,0,1,1,0,0,17,0,6.90574979782104,44,1,1,0,0,0,0,0,0,49
"303",8,48,0,1,0,1,1,0,0,17,0,6.90574979782104,44,2,0,1,0,0,0,0,0,64
"304",9,48,0,1,0,1,1,0,0,17,0,7.20785999298096,44,3,0,0,1,0,0,0,0,81
"305",10,47,0,1,0,1,1,0,0,17,0,7.31322002410889,44,4,0,0,0,1,0,0,0,100
"306",11,46,0,1,0,1,1,0,0,17,0,7.43837976455688,44,5,0,0,0,0,1,0,0,121
"307",12,46,0,1,0,1,1,0,0,17,0,7.49331998825073,44,6,0,0,0,0,0,1,0,144
"308",13,46,0,1,0,1,1,0,0,17,0,7.60090017318726,44,7,0,0,0,0,0,0,1,169
"309",13,49,0,0,0,1,0,1,0,13,0,6.22455978393555,45,1,1,0,0,0,0,0,0,169
"310",14,50,0,0,0,1,0,1,0,13,0,6.33328008651733,45,2,0,1,0,0,0,0,0,196
"311",15,50,0,0,0,1,0,1,0,13,0,6.30991983413696,45,3,0,0,1,0,0,0,0,225
"312",16,50,0,0,0,1,0,1,0,13,0,6.47697019577026,45,4,0,0,0,1,0,0,0,256
"313",17,50,0,0,0,1,0,1,0,13,0,6.63331985473633,45,5,0,0,0,0,1,0,0,289
"314",18,50,0,0,0,1,0,1,0,13,0,6.68210983276367,45,6,0,0,0,0,0,1,0,324
"315",19,49,0,0,0,1,0,1,0,13,0,6.65286016464233,45,7,0,0,0,0,0,0,1,361
"316",6,42,1,0,0,0,1,0,1,12,0,6.12687015533447,46,1,1,0,0,0,0,0,0,36
"317",7,44,1,0,0,0,1,0,1,12,0,6.23245000839233,46,2,0,1,0,0,0,0,0,49
"318",8,48,1,0,0,0,1,0,1,12,0,6.32614994049072,46,3,0,0,1,0,0,0,0,64
"319",9,47,1,0,0,0,1,0,1,12,0,6.32435989379883,46,4,0,0,0,1,0,0,0,81
"320",10,48,1,0,0,0,1,0,1,12,0,6.46770000457764,46,5,0,0,0,0,1,0,0,100
"321",11,47,0,0,0,0,1,0,1,12,0,6.60664987564087,46,6,0,0,0,0,0,1,0,121
"322",12,47,1,0,0,0,1,0,1,12,0,6.55108022689819,46,7,0,0,0,0,0,0,1,144
"323",26,48,0,0,0,1,1,0,0,14,0,6.90574979782104,47,1,1,0,0,0,0,0,0,676
"324",27,49,0,0,0,1,1,0,0,14,0,6.90574979782104,47,2,0,1,0,0,0,0,0,729
"325",28,48,0,0,0,1,1,0,0,14,0,7.04752016067505,47,3,0,0,1,0,0,0,0,784
"326",29,48,0,0,0,1,1,0,0,14,0,7.09007978439331,47,4,0,0,0,1,0,0,0,841
"327",30,48,0,0,0,1,1,0,0,14,0,7.20785999298096,47,5,0,0,0,0,1,0,0,900
"328",31,47,0,0,0,1,1,0,0,14,0,7.11802005767822,47,6,0,0,0,0,0,1,0,961
"329",32,48,0,0,0,1,1,0,0,14,0,7.09007978439331,47,7,0,0,0,0,0,0,1,1024
"330",26,50,0,1,0,1,0,0,0,16,0,6.90574979782104,48,1,1,0,0,0,0,0,0,676
"331",27,50,0,1,0,1,0,0,0,16,0,6.90574979782104,48,2,0,1,0,0,0,0,0,729
"332",28,50,0,1,0,1,0,0,0,16,0,7.13089990615845,48,3,0,0,1,0,0,0,0,784
"333",29,50,0,1,0,1,0,0,0,16,0,7.22621011734009,48,4,0,0,0,1,0,0,0,841
"334",30,48,0,1,0,1,1,0,0,16,0,7.13089990615845,48,5,0,0,0,0,1,0,0,900
"335",31,41,0,1,0,1,1,0,0,16,0,7.31322002410889,48,6,0,0,0,0,0,1,0,961
"336",32,49,0,1,0,1,0,0,0,16,0,7.43837976455688,48,7,0,0,0,0,0,0,1,1024
"337",31,47,0,1,0,0,1,0,0,16,0,6.90574979782104,49,1,1,0,0,0,0,0,0,961
"338",32,46,0,1,0,0,1,0,0,16,0,6.90574979782104,49,2,0,1,0,0,0,0,0,1024
"339",33,47,0,1,0,0,1,0,0,16,0,7.60090017318726,49,3,0,0,1,0,0,0,0,1089
"340",34,48,0,1,0,0,1,0,0,16,0,7.67601013183594,49,4,0,0,0,1,0,0,0,1156
"341",35,47,0,1,0,0,1,0,0,16,0,7.70209980010986,49,5,0,0,0,0,1,0,0,1225
"342",36,49,0,1,0,0,1,0,0,16,0,7.69620990753174,49,6,0,0,0,0,0,1,0,1296
"343",37,48,0,1,0,0,1,0,0,16,0,7.82083988189697,49,7,0,0,0,0,0,0,1,1369
"344",31,50,0,0,0,1,0,1,1,12,0,6.27098989486694,50,1,1,0,0,0,0,0,0,961
"345",32,45,0,0,0,1,0,1,1,12,0,6.39859008789062,50,2,0,1,0,0,0,0,0,1024
"346",33,43,0,0,0,1,0,1,1,12,0,6.48310995101929,50,3,0,0,1,0,0,0,0,1089
"347",34,48,0,0,0,1,0,1,1,12,0,6.5567798614502,50,4,0,0,0,1,0,0,0,1156
"348",35,46,0,0,0,1,0,1,1,12,0,6.65543985366821,50,5,0,0,0,0,1,0,0,1225
"349",36,32,0,0,0,1,0,1,1,12,0,6.74876022338867,50,6,0,0,0,0,0,1,0,1296
"350",37,28,0,0,0,1,0,1,1,12,0,6.84907007217407,50,7,0,0,0,0,0,0,1,1369
"351",31,45,0,1,0,1,1,0,0,17,0,6.90574979782104,51,1,1,0,0,0,0,0,0,961
"352",32,48,0,1,0,1,1,0,0,17,0,6.90574979782104,51,2,0,1,0,0,0,0,0,1024
"353",33,48,0,1,0,1,1,0,0,17,0,7.60090017318726,51,3,0,0,1,0,0,0,0,1089
"354",34,47,0,0,0,1,1,0,0,17,0,7.6496901512146,51,4,0,0,0,1,0,0,0,1156
"355",35,48,0,1,0,1,1,0,0,17,0,7.824049949646,51,5,0,0,0,0,1,0,0,1225
"356",36,47,0,1,0,1,1,0,0,17,0,7.8632698059082,51,6,0,0,0,0,0,1,0,1296
"357",37,44,0,1,0,1,1,0,0,17,0,7.91936016082764,51,7,0,0,0,0,0,0,1,1369
"358",25,46,0,0,0,1,1,0,0,16,0,6.90574979782104,52,1,1,0,0,0,0,0,0,625
"359",26,49,0,0,0,1,1,0,0,16,0,6.90574979782104,52,2,0,1,0,0,0,0,0,676
"360",27,49,0,0,0,1,1,0,0,16,0,7.24422979354858,52,3,0,0,1,0,0,0,0,729
"361",28,48,0,0,0,1,1,0,0,16,0,7.13089990615845,52,4,0,0,0,1,0,0,0,784
"362",29,48,0,0,0,1,1,0,0,16,0,7.46737003326416,52,5,0,0,0,0,1,0,0,841
"363",30,48,0,0,0,1,1,0,0,16,0,7.60090017318726,52,6,0,0,0,0,0,1,0,900
"364",31,49,0,0,0,1,1,0,1,16,0,7.6496901512146,52,7,0,0,0,0,0,0,1,961
"365",13,47,0,0,1,0,1,0,0,13,0,6.43615007400513,53,1,1,0,0,0,0,0,0,169
"366",14,49,0,0,1,0,1,0,0,13,0,6.90574979782104,53,2,0,1,0,0,0,0,0,196
"367",15,48,1,0,0,0,1,0,0,13,0,6.95655012130737,53,3,0,0,1,0,0,0,0,225
"368",16,49,1,0,0,0,1,0,0,13,0,6.95655012130737,53,4,0,0,0,1,0,0,0,256
"369",17,48,0,0,0,0,1,0,0,13,0,7.06048011779785,53,5,0,0,0,0,1,0,0,289
"370",18,47,1,0,0,0,1,0,0,13,0,7.20785999298096,53,6,0,0,0,0,0,1,0,324
"371",19,48,0,0,0,0,1,0,0,13,0,7.20785999298096,53,7,0,0,0,0,0,0,1,361
"372",13,47,1,1,0,0,1,0,1,11,0,6.51175022125244,54,1,1,0,0,0,0,0,0,169
"373",14,52,1,1,0,0,1,0,1,11,0,6.5903000831604,54,2,0,1,0,0,0,0,0,196
"374",15,51,1,1,0,0,1,0,1,11,0,6.68460988998413,54,3,0,0,1,0,0,0,0,225
"375",16,51,1,1,0,0,1,0,1,11,0,6.74524021148682,54,4,0,0,0,1,0,0,0,256
"376",17,49,1,1,0,0,1,0,1,11,0,6.89769983291626,54,5,0,0,0,0,1,0,0,289
"377",18,49,1,1,0,0,1,0,1,11,0,7.0774998664856,54,6,0,0,0,0,0,1,0,324
"378",19,50,1,1,0,0,1,0,1,11,0,7.10002994537354,54,7,0,0,0,0,0,0,1,361
"379",32,49,1,1,0,1,1,0,1,8,0,6.65415000915527,55,1,1,0,0,0,0,0,0,1024
"380",33,49,1,1,0,1,1,0,1,8,0,6.85013008117676,55,2,0,1,0,0,0,0,0,1089
"381",34,49,1,1,0,1,1,0,1,8,0,6.8564600944519,55,3,0,0,1,0,0,0,0,1156
"382",35,47,1,1,0,1,1,0,1,8,0,6.92363023757935,55,4,0,0,0,1,0,0,0,1225
"383",36,48,1,1,0,1,1,0,1,8,0,7.04140996932983,55,5,0,0,0,0,1,0,0,1296
"384",37,47,1,1,0,1,1,0,1,8,0,7.13329982757568,55,6,0,0,0,0,0,1,0,1369
"385",38,46,1,1,0,1,1,0,1,8,0,7.20785999298096,55,7,0,0,0,0,0,0,1,1444
"386",23,51,1,1,1,0,1,0,0,12,0,6.10925006866455,56,1,1,0,0,0,0,0,0,529
"387",24,49,1,1,1,0,1,0,0,12,0,6.16331005096436,56,2,0,1,0,0,0,0,0,576
"388",25,52,1,1,1,0,1,0,0,12,0,6.33328008651733,56,3,0,0,1,0,0,0,0,625
"389",26,52,1,1,1,0,1,0,0,12,0,6.33328008651733,56,4,0,0,0,1,0,0,0,676
"390",27,48,1,1,1,0,1,0,0,12,0,6.4377498626709,56,5,0,0,0,0,1,0,0,729
"391",28,50,1,1,1,0,1,0,0,12,0,6.5861701965332,56,6,0,0,0,0,0,1,0,784
"392",29,50,1,1,1,0,1,0,0,12,0,6.53379011154175,56,7,0,0,0,0,0,0,1,841
"393",21,47,1,0,1,1,1,0,0,11,0,6.04024982452393,57,1,1,0,0,0,0,0,0,441
"394",22,49,1,0,1,1,1,0,0,11,0,6.28972005844116,57,2,0,1,0,0,0,0,0,484
"395",23,49,1,0,1,1,1,0,0,11,0,6.0161600112915,57,3,0,0,1,0,0,0,0,529
"396",24,49,0,0,1,1,1,0,0,11,0,6.57785987854004,57,4,0,0,0,1,0,0,0,576
"397",25,47,0,0,1,1,1,0,0,11,0,6.55108022689819,57,5,0,0,0,0,1,0,0,625
"398",26,48,0,0,1,1,1,0,0,11,0,6.53233003616333,57,6,0,0,0,0,0,1,0,676
"399",27,48,0,0,1,1,1,0,0,11,0,6.31354999542236,57,7,0,0,0,0,0,0,1,729
"400",37,49,1,1,0,1,1,0,1,14,0,6.55108022689819,58,1,1,0,0,0,0,0,0,1369
"401",38,48,1,1,0,1,1,0,1,14,0,6.68460988998413,58,2,0,1,0,0,0,0,0,1444
"402",39,40,1,1,0,1,1,0,1,14,0,6.69703006744385,58,3,0,0,1,0,0,0,0,1521
"403",40,48,1,1,0,1,1,0,0,14,0,6.90776014328003,58,4,0,0,0,1,0,0,0,1600
"404",41,48,1,1,0,1,1,0,1,14,0,7.00306987762451,58,5,0,0,0,0,1,0,0,1681
"405",42,48,1,1,0,1,1,0,1,14,0,7.16239976882935,58,6,0,0,0,0,0,1,0,1764
"406",43,48,1,1,0,1,1,0,0,14,0,7.13089990615845,58,7,0,0,0,0,0,0,1,1849
"407",26,48,0,1,0,1,1,0,0,17,0,6.90574979782104,59,1,1,0,0,0,0,0,0,676
"408",27,49,0,1,0,1,1,0,0,17,0,6.90574979782104,59,2,0,1,0,0,0,0,0,729
"409",28,48,0,1,0,1,1,0,0,17,0,7.34601020812988,59,3,0,0,1,0,0,0,0,784
"410",29,47,0,1,0,1,1,0,0,17,0,7.43837976455688,59,4,0,0,0,1,0,0,0,841
"411",30,46,0,1,0,1,1,0,0,17,0,7.48156023025513,59,5,0,0,0,0,1,0,0,900
"412",31,48,0,1,0,1,1,0,0,17,0,7.60090017318726,59,6,0,0,0,0,0,1,0,961
"413",32,46,0,1,0,1,1,0,0,17,0,7.6496901512146,59,7,0,0,0,0,0,0,1,1024
"414",18,46,0,0,0,1,0,1,1,11,1,5.97634983062744,60,1,1,0,0,0,0,0,0,324
"415",19,39,0,0,0,1,0,1,1,11,1,6.04024982452393,60,2,0,1,0,0,0,0,0,361
"416",20,44,0,0,0,1,0,1,1,11,1,6.04024982452393,60,3,0,0,1,0,0,0,0,400
"417",21,49,1,0,0,1,0,1,1,11,1,6.04024982452393,60,4,0,0,0,1,0,0,0,441
"418",22,48,0,0,0,1,0,1,1,11,1,6.12029981613159,60,5,0,0,0,0,1,0,0,484
"419",23,47,1,0,0,1,0,1,1,11,1,6.21859979629517,60,6,0,0,0,0,0,1,0,529
"420",24,43,1,0,0,1,0,1,1,11,1,6.17170000076294,60,7,0,0,0,0,0,0,1,576
"421",24,50,0,0,0,1,0,1,1,17,0,6.78559017181396,61,1,1,0,0,0,0,0,0,576
"422",25,51,0,0,0,1,0,1,0,17,0,6.88856983184814,61,2,0,1,0,0,0,0,0,625
"423",26,51,0,0,0,1,0,1,0,17,0,6.88754987716675,61,3,0,0,1,0,0,0,0,676
"424",27,50,0,0,0,1,0,1,0,17,0,6.96885013580322,61,4,0,0,0,1,0,0,0,729
"425",28,22,0,0,0,1,0,1,0,17,0,6.8564600944519,61,5,0,0,0,0,1,0,0,784
"426",29,41,0,0,0,1,0,1,0,17,0,6.73815011978149,61,6,0,0,0,0,0,1,0,841
"427",30,26,0,0,0,1,0,1,0,17,0,7.13089990615845,61,7,0,0,0,0,0,0,1,900
"428",7,50,1,0,1,0,1,0,0,16,0,6.58063983917236,62,1,1,0,0,0,0,0,0,49
"429",8,50,1,1,1,0,1,0,0,16,0,6.83517980575562,62,2,0,1,0,0,0,0,0,64
"430",9,50,1,1,1,0,1,0,0,16,0,6.9127402305603,62,3,0,0,1,0,0,0,0,81
"431",10,50,1,1,1,0,1,0,0,16,0,6.95844984054565,62,4,0,0,0,1,0,0,0,100
"432",11,49,1,1,1,0,1,0,0,16,0,6.92560005187988,62,5,0,0,0,0,1,0,0,121
"433",12,49,1,1,1,0,1,0,0,16,0,7.23778009414673,62,6,0,0,0,0,0,1,0,144
"434",13,49,1,1,1,0,1,0,0,16,0,7.27239990234375,62,7,0,0,0,0,0,0,1,169
"435",11,50,0,0,0,0,1,0,0,17,0,6.90574979782104,63,1,1,0,0,0,0,0,0,121
"436",12,49,0,0,0,0,1,0,0,17,0,6.90574979782104,63,2,0,1,0,0,0,0,0,144
"437",13,50,0,0,0,0,1,0,0,17,0,7.49554014205933,63,3,0,0,1,0,0,0,0,169
"438",14,49,0,0,0,0,1,0,0,17,0,7.54961013793945,63,4,0,0,0,1,0,0,0,196
"439",15,49,0,0,0,0,1,0,0,17,0,7.52564001083374,63,5,0,0,0,0,1,0,0,225
"440",16,48,0,0,0,0,1,0,0,17,0,7.72885990142822,63,6,0,0,0,0,0,1,0,256
"441",17,50,0,0,0,0,1,0,0,17,0,7.36644983291626,63,7,0,0,0,0,0,0,1,289
"442",34,44,1,1,0,1,1,0,0,12,0,6.35611009597778,64,1,1,0,0,0,0,0,0,1156
"443",35,46,1,1,0,1,1,0,0,12,0,6.42161989212036,64,2,0,1,0,0,0,0,0,1225
"444",36,49,1,1,0,1,1,0,0,12,0,6.47697019577026,64,3,0,0,1,0,0,0,0,1296
"445",37,48,1,1,0,1,1,0,0,12,0,6.53669023513794,64,4,0,0,0,1,0,0,0,1369
"446",38,45,1,1,0,1,1,0,0,12,0,6.55108022689819,64,5,0,0,0,0,1,0,0,1444
"447",39,47,1,1,0,1,1,0,0,12,0,6.68460988998413,64,6,0,0,0,0,0,1,0,1521
"448",40,50,1,1,0,1,1,0,0,12,0,6.80239009857178,64,7,0,0,0,0,0,0,1,1600
"449",30,46,1,1,0,1,1,0,1,8,0,6.55535984039307,65,1,1,0,0,0,0,0,0,900
"450",31,44,1,1,0,1,1,0,1,8,0,6.62273979187012,65,2,0,1,0,0,0,0,0,961
"451",32,45,1,1,0,1,1,0,1,8,0,6.7226300239563,65,3,0,0,1,0,0,0,0,1024
"452",33,46,1,1,0,1,1,0,1,8,0,6.77992010116577,65,4,0,0,0,1,0,0,0,1089
"453",34,36,1,1,0,1,1,0,1,8,0,6.93828010559082,65,5,0,0,0,0,1,0,0,1156
"454",35,45,1,1,0,1,1,0,1,8,0,7.03438997268677,65,6,0,0,0,0,0,1,0,1225
"455",36,45,1,1,0,1,1,0,1,8,0,7.04578018188477,65,7,0,0,0,0,0,0,1,1296
"456",20,49,1,1,1,0,1,0,0,8,0,6.30810022354126,66,1,1,0,0,0,0,0,0,400
"457",21,49,1,1,1,0,1,0,0,8,0,6.39693021774292,66,2,0,1,0,0,0,0,0,441
"458",22,47,1,1,1,0,1,0,0,8,0,6.51767015457153,66,3,0,0,1,0,0,0,0,484
"459",23,49,1,1,1,0,1,0,0,8,0,6.61070013046265,66,4,0,0,0,1,0,0,0,529
"460",24,47,1,1,1,0,1,0,0,8,0,6.68710994720459,66,5,0,0,0,0,1,0,0,576
"461",25,44,1,1,1,0,1,0,0,8,0,6.77079010009766,66,6,0,0,0,0,0,1,0,625
"462",26,48,1,1,1,0,1,0,0,8,0,6.8564600944519,66,7,0,0,0,0,0,0,1,676
"463",28,50,1,0,1,0,1,0,0,12,0,5.96614980697632,67,1,1,0,0,0,0,0,0,784
"464",29,50,1,0,1,0,1,0,0,12,0,6.02827978134155,67,2,0,1,0,0,0,0,0,841
"465",30,49,1,0,1,0,1,0,0,12,0,6.15272998809814,67,3,0,0,1,0,0,0,0,900
"466",31,50,1,0,1,0,1,0,0,12,0,6.21461009979248,67,4,0,0,0,1,0,0,0,961
"467",32,50,1,0,1,0,1,0,0,12,0,6.30991983413696,67,5,0,0,0,0,1,0,0,1024
"468",33,50,1,0,1,0,1,0,0,12,0,6.44572019577026,67,6,0,0,0,0,0,1,0,1089
"469",34,49,1,0,1,0,1,0,0,12,0,6.47697019577026,67,7,0,0,0,0,0,0,1,1156
"470",34,40,1,1,0,1,1,0,1,12,0,6.45834016799927,68,1,1,0,0,0,0,0,0,1156
"471",35,47,1,1,0,1,1,0,1,12,0,6.50727987289429,68,2,0,1,0,0,0,0,0,1225
"472",36,42,1,1,0,1,1,0,1,12,0,6.56807994842529,68,3,0,0,1,0,0,0,0,1296
"473",37,45,1,1,0,1,1,0,1,12,0,6.6682300567627,68,4,0,0,0,1,0,0,0,1369
"474",38,47,1,1,0,1,1,0,1,12,0,6.75577020645142,68,5,0,0,0,0,1,0,0,1444
"475",39,47,1,1,0,1,1,0,1,12,0,6.80239009857178,68,6,0,0,0,0,0,1,0,1521
"476",40,46,1,1,0,1,1,0,1,12,0,6.95655012130737,68,7,0,0,0,0,0,0,1,1600
"477",27,49,1,1,0,1,1,0,0,13,0,6.4052300453186,69,1,1,0,0,0,0,0,0,729
"478",28,46,1,1,0,1,1,0,0,13,0,6.5567798614502,69,2,0,1,0,0,0,0,0,784
"479",29,47,1,1,0,1,1,0,0,13,0,6.62006998062134,69,3,0,0,1,0,0,0,0,841
"480",30,47,1,0,0,1,1,0,0,13,0,6.62006998062134,69,4,0,0,0,1,0,0,0,900
"481",31,47,1,0,0,1,1,0,0,13,0,6.70318984985352,69,5,0,0,0,0,1,0,0,961
"482",32,48,1,0,0,1,1,0,0,13,0,6.83517980575562,69,6,0,0,0,0,0,1,0,1024
"483",33,48,1,1,0,1,1,0,0,13,0,6.93049001693726,69,7,0,0,0,0,0,0,1,1089
"484",8,49,0,0,0,1,1,0,0,16,0,6.47697019577026,70,1,1,0,0,0,0,0,0,64
"485",9,48,0,0,0,1,1,0,0,16,0,6.47697019577026,70,2,0,1,0,0,0,0,0,81
"486",10,49,0,0,0,1,1,0,0,16,0,6.62006998062134,70,3,0,0,1,0,0,0,0,100
"487",11,49,0,0,0,0,1,0,0,16,0,6.80239009857178,70,4,0,0,0,1,0,0,0,121
"488",12,48,0,0,0,0,1,0,0,16,0,6.90776014328003,70,5,0,0,0,0,1,0,0,144
"489",13,48,0,0,0,0,1,0,0,16,0,6.90776014328003,70,6,0,0,0,0,0,1,0,169
"490",14,48,0,0,0,0,1,0,0,16,0,7.17011976242065,70,7,0,0,0,0,0,0,1,196
"491",7,48,0,0,1,1,0,0,0,16,0,6.69703006744385,71,1,1,0,0,0,0,0,0,49
"492",8,49,0,0,1,1,0,0,0,16,0,6.80239009857178,71,2,0,1,0,0,0,0,0,64
"493",9,49,0,0,1,1,0,0,0,16,0,6.89769983291626,71,3,0,0,1,0,0,0,0,81
"494",10,48,0,0,1,1,0,0,0,16,0,6.95655012130737,71,4,0,0,0,1,0,0,0,100
"495",11,46,0,0,1,1,0,0,0,16,0,7.13089990615845,71,5,0,0,0,0,1,0,0,121
"496",12,48,0,0,1,1,0,0,0,16,0,7.24422979354858,71,6,0,0,0,0,0,1,0,144
"497",13,48,0,0,1,1,0,0,0,16,0,7.40184020996094,71,7,0,0,0,0,0,0,1,169
"498",11,40,0,0,0,0,1,0,1,17,0,6.47697019577026,72,1,1,0,0,0,0,0,0,121
"499",12,40,0,0,0,0,1,0,1,17,0,6.62006998062134,72,2,0,1,0,0,0,0,0,144
"500",13,42,0,0,0,0,1,0,1,17,0,6.62006998062134,72,3,0,0,1,0,0,0,0,169
"501",14,40,0,0,0,0,1,0,1,17,0,6.68460988998413,72,4,0,0,0,1,0,0,0,196
"502",15,40,0,0,0,0,1,0,1,17,0,6.8564600944519,72,5,0,0,0,0,1,0,0,225
"503",16,40,0,0,0,0,1,0,1,17,0,6.90776014328003,72,6,0,0,0,0,0,1,0,256
"504",17,42,0,0,0,0,1,0,1,17,0,7.00306987762451,72,7,0,0,0,0,0,0,1,289
"505",13,49,1,0,0,1,1,0,1,16,0,6.46147012710571,73,1,1,0,0,0,0,0,0,169
"506",14,49,1,0,0,1,1,0,1,16,0,6.65543985366821,73,2,0,1,0,0,0,0,0,196
"507",15,49,1,0,0,1,1,0,1,16,0,6.73459005355835,73,3,0,0,1,0,0,0,0,225
"508",16,48,0,0,0,1,1,0,1,16,0,6.81343984603882,73,4,0,0,0,1,0,0,0,256
"509",17,47,0,0,0,1,1,0,1,16,0,6.91473007202148,73,5,0,0,0,0,1,0,0,289
"510",18,47,0,0,0,1,1,0,1,16,0,6.85330009460449,73,6,0,0,0,0,0,1,0,324
"511",19,47,0,0,0,1,1,0,1,16,0,7.11314010620117,73,7,0,0,0,0,0,0,1,361
"512",3,51,1,1,1,0,0,0,0,13,0,5.416100025177,74,1,1,0,0,0,0,0,0,9
"513",4,51,1,1,1,0,0,0,0,13,0,5.52146005630493,74,2,0,1,0,0,0,0,0,16
"514",5,51,1,1,1,0,0,0,0,13,0,5.59842014312744,74,3,0,0,1,0,0,0,0,25
"515",6,45,0,0,1,0,0,0,0,13,0,5.70378017425537,74,4,0,0,0,1,0,0,0,36
"516",7,50,0,0,1,0,0,0,0,13,0,5.76832008361816,74,5,0,0,0,0,1,0,0,49
"517",8,50,1,0,1,0,0,0,0,13,0,5.88609981536865,74,6,0,0,0,0,0,1,0,64
"518",9,52,1,0,1,0,0,0,0,13,0,5.85793018341064,74,7,0,0,0,0,0,0,1,81
"519",23,36,1,1,1,0,1,0,0,8,1,5.66987991333008,75,1,1,0,0,0,0,0,0,529
"520",24,51,1,1,1,0,1,0,0,8,1,5.99145984649658,75,2,0,1,0,0,0,0,0,576
"521",25,51,1,1,1,0,1,0,0,8,1,6.08677005767822,75,3,0,0,1,0,0,0,0,625
